0,0,0,0.0012
0.0008,0.0713,6.1007,0.0072
0.0021,0.1522,9.4589,0.0192
0.0045,0.2375,8.5921,0.0396
0.008,0.3375,9.7045,0.0721
0.0122,0.4389,10.6152,0.1141
0.0176,0.531,8.9485,0.167
0.0238,0.6357,10.727,0.2308
0.0311,0.729,9.3493,0.3043
0.0395,0.8284,9.8188,0.3898
0.0488,0.9299,10.1445,0.4863
0.059,1.0283,9.9343,0.5926
0.0703,1.125,9.6494,0.7098
0.0824,1.226,10.1674,0.8381
0.0957,1.3231,9.6854,0.9775
0.1099,1.4245,10.1931,1.1279
0.1251,1.5219,9.7216,1.2896
0.1415,1.6222,9.9568,1.4637
0.1587,1.7245,10.2413,1.6491
0.1768,1.8242,10.0446,1.8445
0.196,1.922,9.7989,2.0514
0.2162,2.0226,10.038,2.2709
0.2376,2.1237,10.062,2.5031
0.2598,2.2269,10.3407,2.7469
0.2831,2.3259,9.8923,3.0023
0.3072,2.4292,10.3864,3.2694
0.3326,2.5266,9.6907,3.5495
0.3589,2.6329,10.6489,3.8427
0.3862,2.7328,9.9888,4.1477
0.4146,2.8352,10.2314,4.4659
0.4441,2.938,10.257,4.7974
0.4743,3.0428,10.5321,5.1409
0.5059,3.1415,9.8402,5.4978
0.5382,3.2491,10.7997,5.8682
0.5718,3.3482,9.8886,6.252
0.6062,3.4563,10.8472,6.6494
0.6419,3.5559,9.9329,7.0604
0.6786,3.6624,10.6421,7.4862
0.7163,3.7669,10.4412,7.9258
0.755,3.8715,10.4591,8.379
0.7947,3.9762,10.4752,8.8459
0.8354,4.0808,10.4891,9.3266
0.8773,4.1836,10.2562,9.8222
0.9203,4.291,10.734,10.3328
0.9642,4.3961,10.5163,10.857
1.0091,4.501,10.5188,11.3949
1.0552,4.6039,10.2736,11.9476
1.1023,4.7112,10.7389,12.515
1.1505,4.814,10.2612,13.0972
1.1996,4.9232,10.9627,13.6926
1.2499,5.0212,9.7616,14.3024
1.3011,5.1323,11.1449,14.9266
1.3534,5.2318,9.9491,15.5635
1.4069,5.3357,10.3684,16.2156
