0,0,0,0.0001
0.0006,0.0579,5.4249,0.0007
0.0019,0.1271,7.0773,0.0022
0.0039,0.2072,8.203,0.0047
0.0068,0.2892,8.0151,0.0085
0.0104,0.3713,8.4966,0.0135
0.015,0.4518,8.0369,0.0198
0.0203,0.534,8.2672,0.0273
0.0265,0.6164,8.1201,0.0362
0.0334,0.6989,8.3776,0.0462
0.0412,0.7803,8.1032,0.0574
0.0499,0.8627,8.253,0.07
0.0593,0.9447,8.2266,0.0837
0.0695,1.0265,8.2224,0.0987
0.0806,1.1085,8.144,0.1149
0.0926,1.1913,8.2438,0.1324
0.1052,1.2733,8.2892,0.151
0.1188,1.3547,8.1237,0.1708
0.1332,1.4371,8.2343,0.1919
0.1483,1.5192,8.2109,0.2142
0.1643,1.6012,8.2085,0.2376
0.1812,1.6832,8.2062,0.2622
0.1988,1.7652,8.2041,0.288
0.2173,1.8471,8.202,0.3149
0.2366,1.9291,8.2001,0.343
0.2567,2.0112,8.1981,0.3723
0.2776,2.0932,8.1963,0.4027
0.2994,2.1753,8.1945,0.4343
0.3219,2.2574,8.2415,0.467
0.3454,2.339,8.1212,0.5008
0.3696,2.4214,8.2567,0.5357
0.3946,2.5031,8.1654,0.5717
0.4205,2.5851,8.1846,0.6089
0.4471,2.6671,8.2278,0.6471
0.4746,2.7487,8.1597,0.6863
0.5029,2.8306,8.1791,0.7267
0.532,2.9127,8.2206,0.7681
0.562,2.9942,8.155,0.8106
0.5928,3.0762,8.1744,0.8542
0.6244,3.1583,8.2144,0.8988
0.6567,3.24,8.1915,0.9444
0.6899,3.3214,8.149,0.991
0.724,3.4033,8.1688,1.0388
0.7589,3.4855,8.2072,1.0876
0.7945,3.5672,8.1849,1.1373
0.831,3.6488,8.1447,1.1881
0.8682,3.7308,8.2414,1.2398
0.9064,3.8119,8.0843,1.2926
0.9453,3.8943,8.2588,1.3464
0.9851,3.9756,8.1207,1.4012
1.0257,4.0576,8.1984,1.457
1.067,4.1393,8.177,1.5138
1.1092,4.221,8.1762,1.5716
1.1523,4.3026,8.1394,1.6304
1.1961,4.3847,8.2321,1.6902
1.2408,4.466,8.1184,1.751
1.2863,4.5481,8.1952,1.8129
1.3325,4.63,8.2101,1.8757
1.3797,4.7113,8.1186,1.9394
1.4277,4.7933,8.1952,2.0043
1.4763,4.8752,8.2099,2.0701
1.526,4.9566,8.1199,2.1369
1.5763,5.0388,8.231,2.2048
1.6276,5.1202,8.1214,2.2737
1.6796,5.2024,8.2321,2.3436
1.7324,5.284,8.1572,2.4145
1.7861,5.3658,8.179,2.4865
1.8405,5.4478,8.2141,2.5595
1.8959,5.5292,8.1269,2.6336
1.9519,5.6115,8.2375,2.7088
2.0089,5.6932,8.1635,2.785
2.0665,5.7752,8.2197,2.8622
2.1252,5.8567,8.1337,2.9406
2.1846,5.9391,8.2445,3.0202
2.2448,6.0208,8.1711,3.1009
2.3057,6.103,8.2278,3.1826
2.3676,6.1847,8.1757,3.2655
2.4303,6.2668,8.1997,3.3496
2.4939,6.3489,8.2026,3.435
2.5582,6.4313,8.2386,3.5216
2.6232,6.5134,8.2201,3.6092
2.6893,6.5951,8.1576,3.6982
2.7559,6.6779,8.3033,3.7884
2.8236,6.7595,8.1428,3.8798
2.892,6.8422,8.2779,3.9727
2.9613,6.9243,8.2054,4.0668
3.0313,7.0069,8.2645,4.1623
3.1022,7.0891,8.2139,4.2592
3.1738,7.1717,8.2738,4.3574
3.2464,7.254,8.2233,4.4571
3.3198,7.3365,8.2509,4.5583
3.394,7.4194,8.2894,4.6609
3.469,7.5018,8.2393,4.7651
3.5448,7.5847,8.301,4.8708
3.6214,7.6673,8.251,4.9781
3.699,7.7501,8.2805,5.0871
3.7773,7.8333,8.3206,5.1978
3.8565,7.916,8.2708,5.3101
3.9366,7.9992,8.3015,5.4243
4.0174,8.0826,8.3427,5.5402
4.0991,8.1655,8.2932,5.658
4.1815,8.249,8.3592,5.7775
4.2648,8.3321,8.3097,5.899
4.349,8.4156,8.3429,6.0225
4.434,8.4992,8.3524,6.1481
4.5198,8.5831,8.3965,6.2757
4.6065,8.6665,8.3474,6.4054
4.694,8.7504,8.383,6.5374
4.7822,8.8346,8.4288,6.6716
4.8715,8.9181,8.3452,6.8081
4.9615,9.0028,8.4786,6.9471
5.0523,9.0869,8.4042,7.0885
5.144,9.1713,8.4434,7.2324
5.2366,9.2558,8.4572,7.3789
5.33,9.3406,8.4715,7.5282
5.4242,9.4254,8.4865,7.6803
5.5193,9.5104,8.5022,7.8352
5.6154,9.5954,8.4821,7.9932
5.7122,9.6814,8.6004,8.1543
5.8098,9.7665,8.5253,8.3183
5.9084,9.852,8.535,8.4857
6.0078,9.9382,8.6207,8.6565
6.108,10.0243,8.6125,8.8307
6.209,10.1105,8.634,9.0084
6.311,10.1967,8.618,9.1899
6.4139,10.2835,8.6716,9.3755
6.5177,10.3709,8.7357,9.565
6.6221,10.4581,8.7313,9.7585
6.7276,10.5453,8.7186,9.9563
6.8339,10.6331,8.7788,10.1587
6.9412,10.7213,8.8092,10.3658
7.0492,10.81,8.8824,10.5776
7.1582,10.8984,8.8414,10.7942
7.2681,10.9872,8.8679,11.0163
7.3788,11.0773,9.0242,11.2437
7.4906,11.1665,8.9089,11.4768
7.6032,11.2571,9.0634,11.7158
7.7166,11.3478,9.0722,11.9607
7.831,11.4386,9.0737,12.2121
7.9463,11.5306,9.2046,12.4702
8.0625,11.6224,9.1735,12.7351
8.1797,11.7151,9.2661,13.0074
8.2977,11.8087,9.372,13.2871
8.4163,11.8538,4.5055,13.574
8.5342,11.7879,-6.5805,13.8668
8.6514,11.7158,-7.2157,14.1638
8.7677,11.6435,-7.2362,14.4651
8.8834,11.5709,-7.2537,14.7708
8.9985,11.499,-7.1899,15.0813
9.1127,11.4277,-7.1281,15.3966
9.2263,11.3558,-7.191,15.7166
9.3392,11.2845,-7.1234,16.0419
9.4513,11.214,-7.0574,16.3721
9.5627,11.1428,-7.1244,16.7075
9.6734,11.0722,-7.0527,17.0484
9.7835,11.0019,-7.0282,17.395
9.8928,10.9319,-7.0032,17.7474
10.0014,10.8626,-6.9297,18.1053
10.1094,10.792,-7.0533,18.4693
10.2165,10.7239,-6.8214,18.8395
10.3232,10.6538,-7.0044,19.216
10.4289,10.5862,-6.7626,19.599
10.5342,10.5166,-6.9539,19.9885
10.6386,10.4497,-6.7016,20.3848
10.7424,10.3806,-6.902,20.788
10.8456,10.3136,-6.6966,21.1987
10.9481,10.2463,-6.7278,21.6165
11.0497,10.18,-6.6375,22.0413
11.151,10.1114,-6.8558,22.4741
11.2514,10.047,-6.4426,22.9149
11.3512,9.9803,-6.6747,23.3632
11.4504,9.9138,-6.6426,23.8199
11.5489,9.849,-6.4755,24.2853
11.6466,9.7847,-6.4452,24.7586
11.7439,9.7176,-6.6992,25.2409
11.8405,9.6553,-6.2309,25.7324
11.9363,9.5903,-6.4998,26.2323
12.0315,9.5264,-6.3931,26.7413
12.1262,9.462,-6.4414,27.2601
12.2202,9.3994,-6.2527,27.7887
12.3136,9.3363,-6.3061,28.327
12.4062,9.2745,-6.1946,28.8746
12.4984,9.2102,-6.4252,29.4321
12.5899,9.1488,-6.1377,30.0003
12.6807,9.0868,-6.203,30.5788
12.771,9.025,-6.1807,31.1678
12.8607,8.9633,-6.1602,31.7675
12.9496,8.903,-6.0453,32.3773
13.0381,8.8397,-6.3232,32.9981
13.1259,8.7806,-5.9094,33.6299
13.213,8.7186,-6.2047,34.2723
13.2997,8.6576,-6.093,34.9261
13.3856,8.5978,-5.9806,35.5906
13.471,8.5358,-6.1982,36.2661
13.5557,8.4761,-5.9779,36.9524
13.6398,8.4139,-6.2132,37.6498
13.7234,8.3541,-5.9843,38.3582
13.8064,8.293,-6.1088,39.0777
13.8888,8.2364,-5.6568,39.8082
13.9705,8.1807,-5.5685,40.5491
14.0518,8.1258,-5.4875,41.301
14.1326,8.0743,-5.1515,42.0647
14.2128,8.0262,-4.8115,42.8394
14.2926,7.9774,-4.8772,43.625
14.3719,7.9334,-4.3997,44.4215
14.4508,7.8872,-4.6234,45.2295
14.5291,7.8418,-4.5443,46.0481
14.607,7.7739,-6.7776,46.8763
14.6841,7.7124,-6.158,47.713
14.7604,7.6439,-6.8494,48.5562
14.8363,7.5743,-6.9505,49.4071
14.9113,7.5085,-6.5905,50.2646
14.9857,7.4367,-7.1767,51.1274
15.0594,7.3653,-7.1366,51.9959
15.1323,7.2943,-7.0989,52.8686
15.2045,7.2204,-7.3947,53.7443
15.276,7.1433,-7.6986,54.6232
15.3466,7.0702,-7.3287,55.5038
15.4165,6.9884,-8.1621,56.3856
15.4856,6.9124,-7.6118,57.268
15.5539,6.8295,-8.2919,58.1493
